sma_slow,sma_mid,sma_fast,atr,lowside,highside,rsi_filter,k_period,d_period,rsi_period,stoch_period,sma_filter,Drawd,Total trade,PnL,SQN
7,26,800,1,3.4,2.1,3,23,2,11,15,1600,17.37767002,16,0,-1.948901529
7,26,800,1,3.4,2.1,3,23,5,11,15,1600,34.50209978,12,0,-1.052866007
7,26,800,1,3.4,2.1,3,23,8,11,15,1600,7.159361527,10,0,0.019382749
7,26,800,1,3.4,2.1,3,23,11,11,15,1600,3.974183358,6,0,-0.366585887
7,26,800,1,3.4,2.1,3,23,14,11,15,1600,3.764196624,5,0,0.618964423
7,26,800,1,3.4,2.1,3,23,17,11,15,1600,5.641922125,12,0,0.758376408
7,26,800,1,3.4,2.1,3,23,20,11,15,1600,8.567338035,11,0,-0.285636293
7,26,800,1,3.4,2.1,3,23,23,11,15,1600,7.421235217,8,0,-0.241578445
7,26,800,1,3.4,2.1,3,23,26,11,15,1600,4.508361511,8,0,0.99565955
7,26,800,1,3.4,2.1,3,23,29,11,15,1600,38.21119347,19,0,-0.871114273
7,26,800,1,3.4,2.1,3,26,2,11,15,1600,14.53347786,19,0,-0.757398609
7,26,800,1,3.4,2.1,3,26,5,11,15,1600,6.699165751,12,0,1.47050989
7,26,800,1,3.4,2.1,3,26,8,11,15,1600,9.569389663,11,0,-0.888941767
7,26,800,1,3.4,2.1,3,26,11,11,15,1600,15.08196506,10,0,-1.697021933
7,26,800,1,3.4,2.1,3,26,14,11,15,1600,6.739014569,9,0,-0.738089203
7,26,800,1,3.4,2.1,3,26,17,11,15,1600,7.82874127,12,0,0.205021057
7,26,800,1,3.4,2.1,3,26,20,11,15,1600,30.62864871,16,0,-0.661839289
7,26,800,1,3.4,2.1,3,26,23,11,15,1600,6.71494842,15,0,0.622618272
15,29,800,5,3.4,2.1,5,17,26,11,15,1600,3.997476451,10,0,2.691343594
7,26,800,1,3.4,2.1,3,26,29,11,15,1600,15.10107801,15,0,-0.724494492
7,26,800,1,3.4,2.1,3,29,2,11,15,1600,8.213871333,20,0,-0.064640548
7,26,800,1,3.4,2.1,3,29,5,11,15,1600,11.81475884,16,0,-0.066329413
7,26,800,1,3.4,2.1,3,29,8,11,15,1600,34.30380204,17,0,-1.148894878
7,26,800,1,3.4,2.1,3,29,11,11,15,1600,9.224144313,12,0,1.479657087
7,26,800,1,3.4,2.1,3,29,14,11,15,1600,6.699165751,7,0,2.246725654
7,26,800,1,3.4,2.1,3,29,17,11,15,1600,4.203266664,13,0,1.723433373
7,26,800,1,3.4,2.1,3,29,20,11,15,1600,8.742414489,13,0,-0.064397427
7,26,800,1,3.4,2.1,3,29,23,11,15,1600,5.65080883,8,0,0.261153214
7,26,800,1,3.4,2.1,3,29,26,11,15,1600,41.77318662,7.5,0,-2.420404494
7,26,800,1,3.4,2.1,3,29,29,11,15,1600,13.77984334,10,0,-0.643624864
7,26,800,1,3.4,2.1,5,2,2,11,15,1600,3.5968459,6,0,1.264026855
7,26,800,1,3.4,2.1,5,2,5,11,15,1600,3.5968459,10,0,0.988820114
7,26,800,1,3.4,2.1,5,2,8,11,15,1600,4.315746337,4,0,1.00434301
7,26,800,1,3.4,2.1,5,2,11,11,15,1600,3.81785989,5,0,0.8740516
7,26,800,1,3.4,2.1,5,2,14,11,15,1600,3.530087707,4,0,-0.63733565
7,26,800,1,3.4,2.1,5,2,17,11,15,1600,0.870104264,2,0,-0.122506496
7,26,800,1,3.4,2.1,5,2,20,11,15,1600,4.281797751,3,0,-0.084787256
7,26,800,1,3.4,2.1,5,2,23,11,15,1600,4.281797751,3,0,-0.084787256
7,26,800,1,3.4,2.1,5,2,26,11,15,1600,0.538007271,2,0,5.455913526
7,26,800,1,3.4,2.1,5,2,29,11,15,1600,0,1,0,0
7,26,800,1,3.4,2.1,5,5,2,11,15,1600,9.121757365,11,0,0.259126299
7,26,800,1,3.4,2.1,5,5,5,11,15,1600,8.107639008,5,0,-0.263469846
7,26,800,1,3.4,2.1,5,5,8,11,15,1600,1.809910333,3,0,6.664772413
7,26,800,1,3.4,2.1,5,5,11,11,15,1600,0.870104264,4,0,1.439040799
7,26,800,1,3.4,2.1,5,5,14,11,15,1600,1.363029995,2,0,0.154943977
7,26,800,1,3.4,2.1,5,5,17,11,15,1600,4.629592291,2,0,-0.716871574
7,26,800,1,3.4,2.1,5,5,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,5,23,11,15,1600,0.538007271,1,0,0
